date,category,task,completed,created_at
2025-11-29,Project,CRM Enhancement Plan - Day 7 of 11,False,2025-08-07 15:18:09.546226
2025-11-29,Workout,Run 6 miles,False,2025-08-07 15:18:09.546226
2025-11-29,Workout,Movement day workout,False,2025-08-07 15:18:09.546226
2025-11-30,Project,CRM Enhancement Plan - Day 8 of 11,False,2025-08-07 15:18:09.546226
2025-11-30,Workout,Run 6 miles,False,2025-08-07 15:18:09.546226
2025-11-30,Workout,Shoulder day workout,False,2025-08-07 15:18:09.546226
2025-12-01,Project,CRM Enhancement Plan - Day 9 of 11,False,2025-08-07 15:18:09.546226
2025-12-01,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-01,Workout,Yoga workout,False,2025-08-07 15:18:09.546226
2025-12-02,Project,CRM Enhancement Plan - Day 10 of 11,False,2025-08-07 15:18:09.546226
2025-12-02,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-02,Workout,Leg day workout,False,2025-08-07 15:18:09.546226
2025-12-03,Project,Churn Prediction Model (Customer retention classification) - Day 1 of 16,False,2025-08-07 15:18:09.546226
2025-12-03,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-03,Workout,Back day workout,False,2025-08-07 15:18:09.546226
2025-12-04,Project,Churn Prediction Model - Day 2 of 16,False,2025-08-07 15:18:09.546226
2025-12-04,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-04,Workout,Chest day workout,False,2025-08-07 15:18:09.546226
2025-12-05,Project,Churn Prediction Model - Day 3 of 16,False,2025-08-07 15:18:09.546226
2025-12-05,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-05,Workout,Plyometric day workout,False,2025-08-07 15:18:09.546226
2025-12-06,Project,Churn Prediction Model - Day 4 of 16,False,2025-08-07 15:18:09.546226
2025-12-06,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-06,Workout,Movement day workout,False,2025-08-07 15:18:09.546226
2025-12-07,Project,Churn Prediction Model - Day 5 of 16,False,2025-08-07 15:18:09.546226
2025-12-07,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-07,Workout,Shoulder day workout,False,2025-08-07 15:18:09.546226
2025-12-08,Project,Churn Prediction Model - Day 6 of 16,False,2025-08-07 15:18:09.546226
2025-12-08,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-08,Workout,Yoga workout,False,2025-08-07 15:18:09.546226
2025-12-09,Project,Churn Prediction Model - Day 7 of 16,False,2025-08-07 15:18:09.546226
2025-12-09,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-09,Workout,Leg day workout,False,2025-08-07 15:18:09.546226
2025-12-10,Project,Churn Prediction Model - Day 8 of 16,False,2025-08-07 15:18:09.546226
2025-12-10,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-10,Workout,Back day workout,False,2025-08-07 15:18:09.546226
2025-12-11,Project,Churn Prediction Model - Day 9 of 16,False,2025-08-07 15:18:09.546226
2025-12-11,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-11,Workout,Chest day workout,False,2025-08-07 15:18:09.546226
2025-12-12,Project,Churn Prediction Model - Day 10 of 16,False,2025-08-07 15:18:09.546226
2025-12-12,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-12,Workout,Plyometric day workout,False,2025-08-07 15:18:09.546226
2025-12-13,Project,Churn Prediction Model - Day 11 of 16,False,2025-08-07 15:18:09.546226
2025-12-13,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-13,Workout,Movement day workout,False,2025-08-07 15:18:09.546226
2025-12-14,Project,Churn Prediction Model - Day 12 of 16,False,2025-08-07 15:18:09.546226
2025-12-14,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-14,Workout,Shoulder day workout,False,2025-08-07 15:18:09.546226
2025-12-15,Project,Churn Prediction Model - Day 13 of 16,False,2025-08-07 15:18:09.546226
2025-12-15,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-15,Workout,Yoga workout,False,2025-08-07 15:18:09.546226
2025-12-16,Project,Churn Prediction Model - Day 14 of 16,False,2025-08-07 15:18:09.546226
2025-12-16,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-16,Workout,Leg day workout,False,2025-08-07 15:18:09.546226
2025-12-17,Project,Churn Prediction Model - Day 15 of 16,False,2025-08-07 15:18:09.546226
2025-12-17,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-17,Workout,Back day workout,False,2025-08-07 15:18:09.546226
2025-12-18,Project,Churn Prediction Model - Final day and presentation,False,2025-08-07 15:18:09.546226
2025-12-18,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-18,Workout,Chest day workout,False,2025-08-07 15:18:09.546226
2025-12-19,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-19,Workout,Plyometric day workout,False,2025-08-07 15:18:09.546226
2025-12-20,Project,Clustering for Market Segmentation (Unsupervised ML project) - Day 1 of 15,False,2025-08-07 15:18:09.546226
2025-12-20,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-20,Workout,Movement day workout,False,2025-08-07 15:18:09.546226
2025-12-21,Project,Clustering for Market Segmentation - Day 2 of 15,False,2025-08-07 15:18:09.546226
2025-12-21,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-21,Workout,Shoulder day workout,False,2025-08-07 15:18:09.546226
2025-12-22,Project,Clustering for Market Segmentation - Day 3 of 15,False,2025-08-07 15:18:09.546226
2025-12-22,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-22,Workout,Yoga workout,False,2025-08-07 15:18:09.546226
2025-12-23,Project,Clustering for Market Segmentation - Day 4 of 15,False,2025-08-07 15:18:09.546226
2025-12-23,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-23,Workout,Leg day workout,False,2025-08-07 15:18:09.546226
2025-12-24,Project,Clustering for Market Segmentation - Day 5 of 15,False,2025-08-07 15:18:09.546226
2025-12-24,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-24,Workout,Back day workout,False,2025-08-07 15:18:09.546226
2025-12-25,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-25,Workout,Chest day workout,False,2025-08-07 15:18:09.546226
2025-12-26,Project,Clustering for Market Segmentation - Day 6 of 15,False,2025-08-07 15:18:09.546226
2025-12-26,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-26,Workout,Plyometric day workout,False,2025-08-07 15:18:09.546226
2025-12-27,Project,Clustering for Market Segmentation - Day 7 of 15,False,2025-08-07 15:18:09.546226
2025-12-27,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-27,Workout,Movement day workout,False,2025-08-07 15:18:09.546226
2025-12-28,Project,Clustering for Market Segmentation - Day 8 of 15,False,2025-08-07 15:18:09.546226
2025-12-28,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-28,Workout,Shoulder day workout,False,2025-08-07 15:18:09.546226
2025-12-29,Project,Clustering for Market Segmentation - Day 9 of 15,False,2025-08-07 15:18:09.546226
2025-12-29,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-29,Workout,Yoga workout,False,2025-08-07 15:18:09.546226
2025-12-30,Project,Clustering for Market Segmentation - Day 10 of 15,False,2025-08-07 15:18:09.546226
2025-12-30,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-30,Workout,Leg day workout,False,2025-08-07 15:18:09.546226
2025-12-31,Project,Clustering for Market Segmentation - Finalize and submit,False,2025-08-07 15:18:09.546226
2025-12-31,Workout,Run 7 miles,False,2025-08-07 15:18:09.546226
2025-12-31,Workout,Back day workout,False,2025-08-07 15:18:09.546226
2025-08-07,Daily,Plyo Workout,False,2025-08-07 15:27:47.616991
2025-12-06,Daily,and,False,2025-12-06 07:33:50.685044
